loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
3.2452,7.603790283203125,9.857142857142858e-05,1.0,9,,,,,,,,,,
,,,1.0,9,3.026261806488037,0.19672131147540983,0.8825,69.123,2.266,,,,,
3.0502,72.16336822509766,9.714285714285715e-05,2.0,18,,,,,,,,,,
,,,2.0,18,3.170264959335327,0.08196721311475409,0.8891,68.608,2.249,,,,,
3.0001,7.795109272003174,9.571428571428573e-05,3.0,27,,,,,,,,,,
,,,3.0,27,3.006345748901367,0.14754098360655737,0.8552,71.332,2.339,,,,,
2.9728,14.336756706237793,9.428571428571429e-05,4.0,36,,,,,,,,,,
,,,4.0,36,3.0195701122283936,0.11475409836065574,0.8523,71.569,2.347,,,,,
2.9137,6.199670314788818,9.285714285714286e-05,5.0,45,,,,,,,,,,
,,,5.0,45,3.0281920433044434,0.14754098360655737,0.8606,70.879,2.324,,,,,
2.9455,12.203531265258789,9.142857142857143e-05,6.0,54,,,,,,,,,,
,,,6.0,54,3.0233540534973145,0.14754098360655737,1.5644,38.993,1.278,,,,,
2.911,7.026273727416992,9e-05,7.0,63,,,,,,,,,,
,,,7.0,63,2.9610915184020996,0.14754098360655737,0.8856,68.879,2.258,,,,,
2.9649,7.617157936096191,8.857142857142857e-05,8.0,72,,,,,,,,,,
,,,8.0,72,2.9776525497436523,0.14754098360655737,0.9156,66.621,2.184,,,,,
2.9254,8.291327476501465,8.714285714285715e-05,9.0,81,,,,,,,,,,
,,,9.0,81,3.050100326538086,0.03278688524590164,0.8582,71.081,2.331,,,,,
2.955,8.155275344848633,8.571428571428571e-05,10.0,90,,,,,,,,,,
,,,10.0,90,2.9880895614624023,0.14754098360655737,0.8605,70.892,2.324,,,,,
2.9017,9.126609802246094,8.428571428571429e-05,11.0,99,,,,,,,,,,
,,,11.0,99,2.9749367237091064,0.14754098360655737,0.9465,64.448,2.113,,,,,
2.9454,8.26093578338623,8.285714285714287e-05,12.0,108,,,,,,,,,,
,,,12.0,108,2.968310594558716,0.14754098360655737,0.8418,72.465,2.376,,,,,
2.9285,7.586564540863037,8.142857142857143e-05,13.0,117,,,,,,,,,,
,,,13.0,117,2.9557061195373535,0.14754098360655737,0.8913,68.437,2.244,,,,,
2.9138,7.654527187347412,8e-05,14.0,126,,,,,,,,,,
,,,14.0,126,2.948925018310547,0.14754098360655737,0.8405,72.576,2.38,,,,,
2.8991,6.267798900604248,7.857142857142858e-05,15.0,135,,,,,,,,,,
,,,15.0,135,2.978745222091675,0.14754098360655737,0.9125,66.85,2.192,,,,,
2.8965,8.118049621582031,7.714285714285715e-05,16.0,144,,,,,,,,,,
,,,16.0,144,2.9757912158966064,0.14754098360655737,0.8704,70.079,2.298,,,,,
2.9005,7.150093078613281,7.571428571428571e-05,17.0,153,,,,,,,,,,
,,,17.0,153,2.967513084411621,0.14754098360655737,0.86,70.933,2.326,,,,,
2.9268,9.777032852172852,7.428571428571429e-05,18.0,162,,,,,,,,,,
,,,18.0,162,2.9795641899108887,0.14754098360655737,0.8536,71.464,2.343,,,,,
2.9227,6.14491605758667,7.285714285714286e-05,19.0,171,,,,,,,,,,
,,,19.0,171,2.967923641204834,0.14754098360655737,0.8026,76.006,2.492,,,,,
2.8953,9.85598087310791,7.142857142857143e-05,20.0,180,,,,,,,,,,
,,,20.0,180,2.9518039226531982,0.14754098360655737,0.8033,75.941,2.49,,,,,
2.8905,8.27572250366211,7e-05,21.0,189,,,,,,,,,,
,,,21.0,189,2.9570424556732178,0.14754098360655737,0.8019,76.069,2.494,,,,,
2.9175,6.820217609405518,6.857142857142858e-05,22.0,198,,,,,,,,,,
,,,22.0,198,2.9549880027770996,0.14754098360655737,0.8023,76.027,2.493,,,,,
2.9119,7.937348365783691,6.714285714285714e-05,23.0,207,,,,,,,,,,
,,,23.0,207,2.9490694999694824,0.14754098360655737,0.8069,75.6,2.479,,,,,
2.946,7.098019599914551,6.571428571428571e-05,24.0,216,,,,,,,,,,
,,,24.0,216,2.957883596420288,0.14754098360655737,0.8026,76.003,2.492,,,,,
,,,24.0,216,,,,,,421.5847,45.329,1.494,6106571327840256.0,2.9450000215459755
